Source ID,Source title,Source domain,Source hub,Source topic,Target ID,Target title,Target domain,Target hub,Target topic,#Overlapping Titles,Jaccard
44732,Minecraft Wiki,minecraft.wikia.com,Games,Gaming,689570,Minecraft PC Wiki,minecraftpc.wikia.com,Games,Video Games,403,0.239453
2237,DC Database,dc.wikia.com,Comics,Lifestyle,330278,Hey Kids Comics Wiki,heykidscomics.wikia.com,Comics,Entertainment,54546,0.232945
4409,Globalvoicesonline Wiki,globalvoicesonline.wikia.com,Lifestyle,Lifestyle,7936,Austrian Economics Wiki,austrianeconomics.wikia.com,Lifestyle,Finance,147,0.229687
2145,Exodus3000 Wiki,exodus3000.wikia.com,Games,Gaming,16841,Elements Wiki,elements.wikia.com,Lifestyle,Science,110,0.226804
1216,SuperpowerWiki,superpower.wikia.com,Games,Gaming,7936,Austrian Economics Wiki,austrianeconomics.wikia.com,Lifestyle,Finance,119,0.226667
1216,SuperpowerWiki,superpower.wikia.com,Games,Gaming,141564,Prepaid Data SIM Card Wiki,prepaid-data-sim-card.wikia.com,Lifestyle,Technology,106,0.225053
6360,Vietnam War,vietnamwar.wikia.com,Lifestyle,Education,8894,World War II Wiki,worldwartwo.wikia.com,Lifestyle,Education,522,0.218501
18537,Flu Wiki,flu.wikia.com,Lifestyle,Science,141564,Prepaid Data SIM Card Wiki,prepaid-data-sim-card.wikia.com,Lifestyle,Technology,148,0.210227
7936,Austrian Economics Wiki,austrianeconomics.wikia.com,Lifestyle,Finance,18537,Flu Wiki,flu.wikia.com,Lifestyle,Science,159,0.209211
686278,Gokukoku no Brynhildr Wiki,gokukoku-no-brynhildr.wikia.com,Comics,Entertainment,1211452,Red Storm Wikia,redstorm.wikia.com,Comics,Books,151,0.209141
8371,Texas Rangers Wiki,texasrangers.wikia.com,Lifestyle,Sports,9921,Toronto Blue Jays Wiki,toronto-blue-jays.wikia.com,Lifestyle,Sports,67,0.208723
1267555,FNaF World Wikia,fnaf-world-rpg.wikia.com,Games,Gaming,1267710,Five Nights at Freddy's World Wikia,five-nights-at-freddys-world.wikia.com,Games,Video Games,82,0.205000
5461,Tsubasa Chronicle Wiki,tsubasa.wikia.com,Comics,Gaming,686278,Gokukoku no Brynhildr Wiki,gokukoku-no-brynhildr.wikia.com,Comics,Entertainment,153,0.204272
2361,Public Diplomacy,publicdiplomacy.wikia.com,Lifestyle,Politics,19651,Mohammopedia Wiki,mohammopedia.wikia.com,Lifestyle,Creative,159,0.198254
2166,NWNWiki,nwn.wikia.com,Games,Gaming,3595,NWN2Wiki,nwn2.wikia.com,Games,Gaming,1611,0.194424
178,The Matrix Wiki,matrixonline.wikia.com,Games,Gaming,1659,Matrix Wiki,matrix.wikia.com,Movies,Entertainment,657,0.193349
808,Pikmin,pikmin.wikia.com,Games,Gaming,10409,Pikcanon-NOT,pikminfanon.wikia.com,Games,Entertainment,573,0.191831
663,Sonic News Network,sonic.wikia.com,Games,Gaming,3989,Mobius Encyclopaedia,archiesonic.wikia.com,Comics,Entertainment,1786,0.190121
4409,Globalvoicesonline Wiki,globalvoicesonline.wikia.com,Lifestyle,Lifestyle,19651,Mohammopedia Wiki,mohammopedia.wikia.com,Lifestyle,Creative,135,0.186722
5461,Tsubasa Chronicle Wiki,tsubasa.wikia.com,Comics,Gaming,1211452,Red Storm Wikia,redstorm.wikia.com,Comics,Books,187,0.185885
1264460,Pokemon Go Wiki,pokemongo.wikia.com,Games,Video Games,1393639,Pokemon Tower Defense 3 Legacy Wikia,pokemontowerdefensethree.wikia.com,Games,Video Games,300,0.184843
124137,Inazuma Eleven Wiki,inazuma-eleven.wikia.com,TV,Anime,632439,Inazuma Eleven GO Chrono Stone Wiki,inazuma-eleven-go-chrono-stone.wikia.com,Games,Gaming,1079,0.180405
4097,Pixar Wiki,pixar.wikia.com,Movies,Entertainment,10315,Pixar Cars Wiki,pixarcars.wikia.com,Movies,Entertainment,727,0.175901
1347,Animal Crisis Team,act.wikia.com,Lifestyle,Lifestyle,5902,Mike Gravel Wiki,mikegravel.wikia.com,Lifestyle,Politics,52,0.175084
2361,Public Diplomacy,publicdiplomacy.wikia.com,Lifestyle,Politics,4409,Globalvoicesonline Wiki,globalvoicesonline.wikia.com,Lifestyle,Lifestyle,142,0.170468
7857,Vocaloid Wiki,vocaloid.wikia.com,Music,Music,22782,Vocaloid Lyrics Wiki,vocaloidlyrics.wikia.com,Music,Music,6005,0.169088
18537,Flu Wiki,flu.wikia.com,Lifestyle,Science,19651,Mohammopedia Wiki,mohammopedia.wikia.com,Lifestyle,Creative,143,0.168831
51410,Medaka Box Wiki,medakabox.wikia.com,Comics,Entertainment,686278,Gokukoku no Brynhildr Wiki,gokukoku-no-brynhildr.wikia.com,Comics,Entertainment,167,0.168008
691244,Old School RuneScape Wiki,oldschoolrunescape.wikia.com,Games,Gaming,1267847,DarkScape Wiki,darkscape.wikia.com,Games,Gaming,8632,0.167621
66452,Ultraman Wiki,ultra.wikia.com,TV,Entertainment,983628,Ultraman Wiki,ultraseries.wikia.com,TV,TV,956,0.167455
52413,Kaichou Wa Maid-Sama! Wiki,kaichouwamaidsama.wikia.com,Comics,Entertainment,686278,Gokukoku no Brynhildr Wiki,gokukoku-no-brynhildr.wikia.com,Comics,Entertainment,100,0.166667
1216,SuperpowerWiki,superpower.wikia.com,Games,Gaming,19651,Mohammopedia Wiki,mohammopedia.wikia.com,Lifestyle,Creative,102,0.166395
686278,Gokukoku no Brynhildr Wiki,gokukoku-no-brynhildr.wikia.com,Comics,Entertainment,1462165,UnOrdinary Wikia,unordinary.wikia.com,Comics,Anime,77,0.165948
4684,Bully Wiki,bully.wikia.com,Games,Gaming,15743,Bully Fanon Wiki,bullyfanon.wikia.com,Games,Fanon,263,0.165931
2596,RareWiki,rare.wikia.com,Games,Gaming,7174,Donkey Kong Wiki,donkeykong.wikia.com,Games,Gaming,382,0.165368
5070,Buzz Out Loud Wiki,buzzoutloud.wikia.com,Lifestyle,Technology,6286,The 404,the404.wikia.com,Lifestyle,Creative,396,0.163907
5006,Unbionicle Wiki,unbionicle.wikia.com,Movies,Fanon,12289,Bionicle Reviews Wiki,bioniclereviews.wikia.com,Movies,Toys,189,0.163636
8316,Kyou Kara Maou! ,kyoukaramaou.wikia.com,Comics,Entertainment,463607,The Internet Box Wiki,internetbox.wikia.com,Games,Video Games,118,0.163209
14120,NCIS - Los Angeles Database,ncisla.wikia.com,TV,Entertainment,1346403,C.A.P Wikia,c-a-p.wikia.com,TV,Entertainment,114,0.162393
8316,Kyou Kara Maou! ,kyoukaramaou.wikia.com,Comics,Entertainment,686278,Gokukoku no Brynhildr Wiki,gokukoku-no-brynhildr.wikia.com,Comics,Entertainment,120,0.159574
4337,UnPokemon,unpokemon.wikia.com,Games,Gaming,11851,Pokemon Crater Wiki,pokemoncrater.wikia.com,Games,Gaming,142,0.158482
1216,SuperpowerWiki,superpower.wikia.com,Games,Gaming,2361,Public Diplomacy,publicdiplomacy.wikia.com,Lifestyle,Politics,113,0.157163
2361,Public Diplomacy,publicdiplomacy.wikia.com,Lifestyle,Politics,18537,Flu Wiki,flu.wikia.com,Lifestyle,Science,150,0.156740
662,The Dark Shadows Wiki,darkshadows.wikia.com,TV,Entertainment,6363,Order of the Stick Wiki,oots.wikia.com,Comics,Creative,1079,0.154806
2596,RareWiki,rare.wikia.com,Games,Gaming,3759,Banjo-Kazooie Wiki,banjokazooie.wikia.com,Games,Gaming,324,0.154286
19900,APH Anon Meme Wiki,aphanonmeme.wikia.com,Lifestyle,Humor,141564,Prepaid Data SIM Card Wiki,prepaid-data-sim-card.wikia.com,Lifestyle,Technology,56,0.153425
51410,Medaka Box Wiki,medakabox.wikia.com,Comics,Entertainment,1211452,Red Storm Wikia,redstorm.wikia.com,Comics,Books,193,0.153296
6286,The 404,the404.wikia.com,Lifestyle,Creative,463607,The Internet Box Wiki,internetbox.wikia.com,Games,Video Games,127,0.153012
5882,"Tim and Eric Wiki, Great Job!",timanderic.wikia.com,TV,Humor,8955,Williams Street Wiki,williamsstreet.wikia.com,TV,TV,67,0.152968
4337,UnPokemon,unpokemon.wikia.com,Games,Gaming,1264460,Pokemon Go Wiki,pokemongo.wikia.com,Games,Video Games,163,0.152908
662,The Dark Shadows Wiki,darkshadows.wikia.com,TV,Entertainment,5070,Buzz Out Loud Wiki,buzzoutloud.wikia.com,Lifestyle,Technology,824,0.152282
7275,Berserk Wiki,berserk.wikia.com,Comics,Comics,1211452,Red Storm Wikia,redstorm.wikia.com,Comics,Books,246,0.151571
1216,SuperpowerWiki,superpower.wikia.com,Games,Gaming,4409,Globalvoicesonline Wiki,globalvoicesonline.wikia.com,Lifestyle,Lifestyle,95,0.149842
7045,A Song of Ice and Fire Wiki,iceandfire.wikia.com,Books,Entertainment,130814,Game of Thrones Wiki,gameofthrones.wikia.com,TV,Entertainment,809,0.146346
1157,Chemistry,chemistry.wikia.com,Lifestyle,Science,16841,Elements Wiki,elements.wikia.com,Lifestyle,Science,68,0.146237
6062,MUSCLEpedia,muscle.wikia.com,Lifestyle,Toys,9921,Toronto Blue Jays Wiki,toronto-blue-jays.wikia.com,Lifestyle,Sports,62,0.146226
686278,Gokukoku no Brynhildr Wiki,gokukoku-no-brynhildr.wikia.com,Comics,Entertainment,909750,Tokyo Ghoul Wiki,tokyoghoul.wikia.com,Comics,Anime,158,0.145488
4610,Wiki Ippo,ippo.wikia.com,Comics,Entertainment,7275,Berserk Wiki,berserk.wikia.com,Comics,Comics,381,0.144045
3473,MarioWiki,mario.wikia.com,Games,Gaming,10564,Mario Kart Wii Wiki,mariokartwii.wikia.com,Games,Gaming,1169,0.143877
11851,Pokemon Crater Wiki,pokemoncrater.wikia.com,Games,Gaming,1264460,Pokemon Go Wiki,pokemongo.wikia.com,Games,Video Games,130,0.139935
13316,Wallflower Wiki,wallflower.wikia.com,Comics,Anime,15784,Junjou Romantica Wiki,junjouromantica.wikia.com,Comics,Entertainment,33,0.139241
2391,WikiMU*,mu.wikia.com,Games,Gaming,3427,OtherVerse Wiki,otherverse.wikia.com,Games,Gaming,974,0.139203
4409,Globalvoicesonline Wiki,globalvoicesonline.wikia.com,Lifestyle,Lifestyle,18537,Flu Wiki,flu.wikia.com,Lifestyle,Science,122,0.138322
12547,Future Diary Wiki,futurediary.wikia.com,Comics,Entertainment,686278,Gokukoku no Brynhildr Wiki,gokukoku-no-brynhildr.wikia.com,Comics,Entertainment,74,0.136531
5173,My Name Is Earl Wiki,mynameisearl.wikia.com,TV,Entertainment,6062,MUSCLEpedia,muscle.wikia.com,Lifestyle,Toys,109,0.136250
12344,Malware Wiki,malware.wikia.com,Lifestyle,Technology,12462,Computer Security Wiki,computersecurity.wikia.com,Lifestyle,Technology,226,0.135736
164568,I Am Number Four Wiki,iamnumberfour.wikia.com,Books,Entertainment,252330,The Lorien Legacies Wiki,thelorienlegacies.wikia.com,Books,Entertainment,115,0.135453
3473,MarioWiki,mario.wikia.com,Games,Gaming,4843,Paper Mario Wiki,papermario.wikia.com,Games,Gaming,992,0.135113
14819,Pokemon Collectors Wiki,pkmncollectors.wikia.com,Games,Creative,1137121,Pokemon Shuffle Wiki,pkmnshuffle.wikia.com,Games,Video Games,212,0.134860
12547,Future Diary Wiki,futurediary.wikia.com,Comics,Entertainment,52413,Kaichou Wa Maid-Sama! Wiki,kaichouwamaidsama.wikia.com,Comics,Entertainment,87,0.134467
19083,Pokemon Wiki,pikamon.wikia.com,Games,Creative,1264460,Pokemon Go Wiki,pokemongo.wikia.com,Games,Video Games,98,0.132612
52413,Kaichou Wa Maid-Sama! Wiki,kaichouwamaidsama.wikia.com,Comics,Entertainment,1462165,UnOrdinary Wikia,unordinary.wikia.com,Comics,Anime,77,0.132302
6294,Marvel Movies,marvel-movies.wikia.com,Movies,Comics,177996,Marvel Cinematic Universe Wiki,marvelcinematicuniverse.wikia.com,Movies,Entertainment,2081,0.130405
8316,Kyou Kara Maou! ,kyoukaramaou.wikia.com,Comics,Entertainment,52413,Kaichou Wa Maid-Sama! Wiki,kaichouwamaidsama.wikia.com,Comics,Entertainment,114,0.130137
1137121,Pokemon Shuffle Wiki,pkmnshuffle.wikia.com,Games,Video Games,1264460,Pokemon Go Wiki,pokemongo.wikia.com,Games,Video Games,224,0.129405
5461,Tsubasa Chronicle Wiki,tsubasa.wikia.com,Comics,Gaming,7275,Berserk Wiki,berserk.wikia.com,Comics,Comics,216,0.128419
6286,The 404,the404.wikia.com,Lifestyle,Creative,14161,Gintama,gintama.wikia.com,Comics,Entertainment,328,0.128326
5382,Love Hina Wiki,lovehina.wikia.com,Comics,Entertainment,686278,Gokukoku no Brynhildr Wiki,gokukoku-no-brynhildr.wikia.com,Comics,Entertainment,134,0.127863
5461,Tsubasa Chronicle Wiki,tsubasa.wikia.com,Comics,Gaming,51410,Medaka Box Wiki,medakabox.wikia.com,Comics,Entertainment,167,0.127093
7087,Hyperborea AoC RP Server Wiki,hyperborea-aoc.wikia.com,Games,Gaming,7030,Aquilonia AoC RP Server Wiki,aquilonia-aoc.wikia.com,Games,Gaming,32,0.126984
11851,Pokemon Crater Wiki,pokemoncrater.wikia.com,Games,Gaming,14819,Pokemon Collectors Wiki,pkmncollectors.wikia.com,Games,Creative,100,0.126904
2501,Cardcaptor Sakura Wiki,ccsakura.wikia.com,Comics,Anime,5056,CLAMP Wiki,clamp.wikia.com,Comics,Comics,110,0.126728
113,Memory Alpha,memory-alpha.wikia.com,TV,Entertainment,323,"Memory Beta, non-canon Star Trek Wiki",memory-beta.wikia.com,Books,Entertainment,13979,0.126658
155784,Dc Microheroes Wiki,dc-microheroes.wikia.com,Comics,Creative,312618,JLU Customs Wiki,jlucustoms.wikia.com,TV,Comics,967,0.126571
5930,The King of Fighters Wiki,kingoffighters.wikia.com,Games,Gaming,8089,Fatal Fury Wiki,fatalfury.wikia.com,Games,Gaming,49,0.126289
4337,UnPokemon,unpokemon.wikia.com,Games,Gaming,1137121,Pokemon Shuffle Wiki,pkmnshuffle.wikia.com,Games,Video Games,215,0.125073
3025,The Wiki for Middle-Earth,bfme.wikia.com,Games,Gaming,1338836,Edain Mod Wiki,edain.wikia.com,Games,Video Games,112,0.125000
7936,Austrian Economics Wiki,austrianeconomics.wikia.com,Lifestyle,Finance,19900,APH Anon Meme Wiki,aphanonmeme.wikia.com,Lifestyle,Humor,54,0.124424
